number,value,datetime_start,datetime_complete,duration,params_alpha,params_booster,params_eta,params_gamma,params_grow_policy,params_lambda,params_max_depth,state
119,0.8855405376980314,2022-08-29 21:28:49.168173,2022-08-29 21:29:14.002129,0 days 00:00:24.833956,154.08263987650736,gbtree,0.04950982977046204,0.9211205826131187,depthwise,3.0952125960143777e-08,5,COMPLETE
120,0.885652177607388,2022-08-29 21:29:14.003948,2022-08-29 21:29:38.854967,0 days 00:00:24.851019,79.21239623385969,gbtree,0.04667546676648438,0.9879182100148444,depthwise,3.237411482749958e-08,5,COMPLETE
121,0.8850185058580889,2022-08-29 21:29:38.857193,2022-08-29 21:30:03.385172,0 days 00:00:24.527979,91.36184152202324,gbtree,0.04627729311165822,0.8909072863701842,depthwise,2.526342756171751e-08,5,COMPLETE
122,0.8847586616771098,2022-08-29 21:30:03.386270,2022-08-29 21:30:28.071788,0 days 00:00:24.685518,121.34638893570947,gbtree,0.047841415698245446,0.5702173478367281,depthwise,3.6792966812853315e-08,5,COMPLETE
123,0.8358327037039162,2022-08-29 21:30:28.073514,2022-08-29 21:30:52.212681,0 days 00:00:24.139167,180.06027776405776,gbtree,0.02116380329027968,0.5566271492137586,depthwise,3.134402953239493e-08,5,COMPLETE
124,0.71428532835553,2022-08-29 21:30:52.213957,2022-08-29 21:31:16.512289,0 days 00:00:24.298332,91.84939065941062,gbtree,0.01473772249234527,0.6107702499078952,depthwise,1.3996434661536836e-08,5,COMPLETE
125,0.8856029161036385,2022-08-29 21:31:16.514118,2022-08-29 21:31:41.476181,0 days 00:00:24.962063,801.1133672168513,gbtree,0.049228380098450035,0.986487825541576,depthwise,2.7221663921479863e-08,5,COMPLETE
126,0.8854504364163149,2022-08-29 21:31:41.477287,2022-08-29 21:32:06.883253,0 days 00:00:25.405966,798.8129756304801,gbtree,0.04935485869521221,0.4607211990476902,depthwise,3.349893273826826e-08,5,COMPLETE
127,0.8854896433838444,2022-08-29 21:32:06.885021,2022-08-29 21:32:32.698662,0 days 00:00:25.813641,1527.4616116039374,gbtree,0.04701893961672332,0.4355447494496799,depthwise,4.67266207363962e-08,5,COMPLETE
128,0.8338693115817053,2022-08-29 21:32:32.699470,2022-08-29 21:32:58.417239,0 days 00:00:25.717769,1374.842902028674,gbtree,0.0209944787906851,0.42312677530669435,depthwise,2.871966459701108e-08,5,COMPLETE
129,0.8574036836733202,2022-08-29 21:32:58.418416,2022-08-29 21:33:24.637014,0 days 00:00:26.218598,590.8811926816095,gbtree,0.024030653831817867,0.5685838009530816,depthwise,1.1126608570895718e-08,5,COMPLETE
130,0.885398867066788,2022-08-29 21:33:24.637912,2022-08-29 21:33:51.195416,0 days 00:00:26.557504,7904.6632681865085,gbtree,0.04947235225381387,0.9919734712776153,depthwise,5.66075138316115e-08,5,COMPLETE
131,0.8848207902479681,2022-08-29 21:33:51.197246,2022-08-29 21:34:17.740567,0 days 00:00:26.543321,8029.329928432645,gbtree,0.04870821866131525,0.6858256701537588,depthwise,8.22377767138714e-08,5,COMPLETE
132,0.885202981672042,2022-08-29 21:34:17.742894,2022-08-29 21:34:43.515328,0 days 00:00:25.772434,11254.155281001715,gbtree,0.048654905088952975,0.9477267758112853,depthwise,9.431087970046914e-08,5,COMPLETE
133,0.7824817046709477,2022-08-29 21:34:43.516422,2022-08-29 21:35:08.872623,0 days 00:00:25.356201,58880.28356302086,gbtree,0.017459710228909395,0.9930069708994459,depthwise,7.67200740501184e-08,5,COMPLETE
134,0.8597725358683939,2022-08-29 21:35:08.873381,2022-08-29 21:35:34.823824,0 days 00:00:25.950443,2055.3424768694967,gbtree,0.024540585173300166,0.4600473881666155,depthwise,2.4653870882719307e-08,5,COMPLETE
135,0.885594804347683,2022-08-29 21:35:34.826086,2022-08-29 21:36:00.953117,0 days 00:00:26.127031,360.2097907368625,gbtree,0.04938225070228802,0.46111789319592456,depthwise,7.249328101207362e-08,5,COMPLETE
136,0.8463485285193676,2022-08-29 21:36:00.953883,2022-08-29 21:36:26.781386,0 days 00:00:25.827503,516.1937774245449,gbtree,0.022456241024839868,0.9979605165838682,depthwise,5.592579703979653e-08,5,COMPLETE
137,-1.9987143156787408,2022-08-29 21:36:26.783344,2022-08-29 21:36:53.430917,0 days 00:00:26.647573,328.82983484711303,gbtree,2.023586934729195e-05,0.42239979997481636,depthwise,2.0445173535535715e-08,5,COMPLETE
138,-2.009470154096764,2022-08-29 21:36:53.432405,2022-08-29 21:37:20.266720,0 days 00:00:26.834315,4384.307628589388,gbtree,1.1775796630175416e-06,0.20833059806666845,depthwise,2.492095563028885e-07,5,COMPLETE
139,0.884913076266522,2022-08-29 21:37:20.269228,2022-08-29 21:37:47.698942,0 days 00:00:27.429714,43.930637619435316,gbtree,0.049839975144508275,0.37238527643097524,depthwise,7.69225424457163e-08,5,COMPLETE
140,0.8846879396048575,2022-08-29 21:37:47.701607,2022-08-29 21:38:15.189582,0 days 00:00:27.487975,27183.507938075556,gbtree,0.04995400460268337,0.7207127073542716,depthwise,1.612371729718201e-06,5,COMPLETE
141,0.8647193124498317,2022-08-29 21:38:15.191992,2022-08-29 21:38:42.309560,0 days 00:00:27.117568,5475.812416955422,gbtree,0.02564267006418704,0.47317578573657204,depthwise,1.0155024542621876e-08,5,COMPLETE
142,0.6936077582097421,2022-08-29 21:38:42.310679,2022-08-29 21:39:09.084783,0 days 00:00:26.774104,2120.851678468983,gbtree,0.01414396385543629,0.7084840016875894,depthwise,1.076144551733854e-07,5,COMPLETE
143,0.8852207885320069,2022-08-29 21:39:09.085552,2022-08-29 21:39:36.022909,0 days 00:00:26.937357,703.3062280996569,gbtree,0.04783472844282259,0.4642157641689023,depthwise,4.112546976476939e-08,5,COMPLETE
144,0.8691486040708614,2022-08-29 21:39:36.025280,2022-08-29 21:40:02.103439,0 days 00:00:26.078159,596.5365352731416,gbtree,0.02689270030711904,0.9959212405441181,depthwise,4.149033437277751e-08,5,COMPLETE
145,-1.9107440380767935,2022-08-29 21:40:02.104214,2022-08-29 21:40:28.464934,0 days 00:00:26.360720,253.05943021129505,gbtree,0.00017903812632592532,0.3861297899659064,depthwise,2.2437961072061007e-08,5,COMPLETE
146,0.7826087101277304,2022-08-29 21:40:28.467390,2022-08-29 21:40:54.830252,0 days 00:00:26.362862,12499.845826245053,gbtree,0.017426043063972274,0.19468503025995484,depthwise,4.80578798650196e-08,5,COMPLETE
147,0.8711464128074805,2022-08-29 21:40:54.831071,2022-08-29 21:41:22.008712,0 days 00:00:27.177641,44.56359734437122,gbtree,0.02743867435270553,0.11878649285916913,depthwise,2.661101124728811e-07,5,COMPLETE
148,0.8852744554540329,2022-08-29 21:41:22.010976,2022-08-29 21:41:49.284517,0 days 00:00:27.273541,978.5208938406536,gbtree,0.048566312775941076,0.6777388761074193,depthwise,2.644002874351817e-08,5,COMPLETE
149,0.5781564393190619,2022-08-29 21:41:49.285286,2022-08-29 21:42:16.469613,0 days 00:00:27.184327,790.8702120500078,gbtree,0.011669395053952645,0.6944078730636333,depthwise,1.0225082773201296e-08,5,COMPLETE
150,0.8805744315417892,2022-08-29 21:42:16.471873,2022-08-29 21:42:43.558329,0 days 00:00:27.086456,1876.7843000933347,gbtree,0.032770809565161346,0.3619757676568329,depthwise,2.4757704895463734e-08,5,COMPLETE
151,0.8832522252871459,2022-08-29 21:42:43.559091,2022-08-29 21:43:11.641057,0 days 00:00:28.081966,12.562675775185063,gbtree,0.037117453347626866,0.5412125403345242,depthwise,6.840113549389756e-08,5,COMPLETE
152,0.8853693443776313,2022-08-29 21:43:11.648162,2022-08-29 21:43:40.545061,0 days 00:00:28.896899,3293.8948191281665,gbtree,0.04727905071812564,0.721467485723569,depthwise,4.04461496990701e-08,5,COMPLETE
153,0.8844884647650029,2022-08-29 21:43:40.547568,2022-08-29 21:44:08.554833,0 days 00:00:28.007265,56380.9943577501,gbtree,0.04755572314428214,0.7595705856062934,depthwise,4.262927849389114e-08,5,COMPLETE
154,0.86340547654393,2022-08-29 21:44:08.557355,2022-08-29 21:44:36.019235,0 days 00:00:27.461880,179.7569495563353,gbtree,0.025305403994035403,0.22433434720129922,depthwise,1.9005741612255497e-08,5,COMPLETE
155,-2.004561060220052,2022-08-29 21:44:36.020104,2022-08-29 21:45:03.348262,0 days 00:00:27.328158,2873.5844321182017,gbtree,9.86769936554084e-06,0.9764587925180244,depthwise,9.519799182601798e-08,5,COMPLETE
156,0.885296304910932,2022-08-29 21:45:03.350184,2022-08-29 21:45:31.427234,0 days 00:00:28.077050,917.7013482182356,gbtree,0.049111331022878034,0.4190069144214841,depthwise,1.6791161923769332e-07,5,COMPLETE
157,0.8852000158035,2022-08-29 21:45:31.434774,2022-08-29 21:45:59.127779,0 days 00:00:27.693005,1016.820887766687,gbtree,0.0497786687789089,0.3220733114875404,depthwise,2.0722622651962163e-07,5,COMPLETE
158,0.807004595124218,2022-08-29 21:45:59.129092,2022-08-29 21:46:25.818463,0 days 00:00:26.689371,1051.4465690937932,gbtree,0.018822333615031914,0.3167702340670346,depthwise,1.0958614807280657e-06,5,COMPLETE
159,0.8770194123581334,2022-08-29 21:46:25.819316,2022-08-29 21:46:52.503089,0 days 00:00:26.683773,418.36834768239237,gbtree,0.03008452105669219,0.45612805175065485,depthwise,2.674517894015569e-07,5,COMPLETE
160,0.8811417112999164,2022-08-29 21:46:52.504888,2022-08-29 21:47:19.403692,0 days 00:00:26.898804,9742.39608991258,gbtree,0.03370048417116641,0.19829320617351132,depthwise,1.5785032889092527e-07,5,COMPLETE
161,0.8853481355126454,2022-08-29 21:47:19.405837,2022-08-29 21:47:46.811497,0 days 00:00:27.405660,3958.2751878560252,gbtree,0.04909053339349425,0.5967458842705322,depthwise,5.40497422141389e-08,5,COMPLETE
162,0.8850299612341176,2022-08-29 21:47:46.812356,2022-08-29 21:48:15.209936,0 days 00:00:28.397580,5126.9634032703525,gbtree,0.04964267217338848,0.48202058294642014,depthwise,7.165740050901286e-08,5,COMPLETE
163,0.881449655217993,2022-08-29 21:48:15.212288,2022-08-29 22:40:39.380391,0 days 00:52:24.168103,1080.9242860286035,gbtree,0.034685081860855796,0.30911140767195755,depthwise,2.0192570188215822e-07,5,COMPLETE
164,0.8511273867021103,2022-08-29 22:40:39.383193,2022-08-29 23:27:31.175744,0 days 00:46:51.792551,30792.54406116238,gbtree,0.023064556827280196,0.5698607733390373,depthwise,5.139670984395905e-08,5,COMPLETE
165,0.8813559699363757,2022-08-29 23:27:31.177681,2022-08-29 23:30:01.040995,0 days 00:02:29.863314,4156.096880763611,gbtree,0.034044728155052675,0.14871190057306866,depthwise,7.92697716530437e-07,5,COMPLETE
166,0.8663801459075876,2022-08-29 23:30:01.044494,2022-08-29 23:30:21.398797,0 days 00:00:20.354303,361.5794173280943,gbtree,0.02594099958584343,0.39175779463180915,depthwise,1.020072854546654e-07,5,COMPLETE
167,0.525247130887019,2022-08-29 23:30:21.406063,2022-08-29 23:30:40.854977,0 days 00:00:19.448914,2412.7501682027037,gbtree,0.048760512199971406,0.6750122387293598,depthwise,23711.402542452233,5,COMPLETE
168,-1.9861149844839818,2022-08-29 23:30:40.857061,2022-08-29 23:30:59.438751,0 days 00:00:18.581690,736.0126954998443,gbtree,4.266027096565439e-05,0.2554861254000149,depthwise,2.957285989122069e-07,5,COMPLETE
169,0.7723473410950343,2022-08-29 23:30:59.452082,2022-08-29 23:31:18.841850,0 days 00:00:19.389768,248.97113200120782,gbtree,0.016905593274565183,0.6435044942120862,depthwise,4.43755724374222e-08,5,COMPLETE
170,0.8824161942116611,2022-08-29 23:31:18.843845,2022-08-29 23:31:38.258386,0 days 00:00:19.414541,8337.731599096642,gbtree,0.03593182842760713,0.35687875554195003,depthwise,1.8121427312680864e-08,5,COMPLETE
171,0.8854454998810166,2022-08-29 23:31:38.265417,2022-08-29 23:31:56.959108,0 days 00:00:18.693691,58.51772431893214,gbtree,0.04950551048133383,0.983083055831752,depthwise,3.147011005068645e-08,5,COMPLETE
172,0.8853299035211366,2022-08-29 23:31:56.961644,2022-08-29 23:32:14.732531,0 days 00:00:17.770887,60.443863447920364,gbtree,0.04991892373271297,0.646939175853876,depthwise,1.059511482062118e-07,5,COMPLETE
173,0.87071766280039,2022-08-29 23:32:14.733256,2022-08-29 23:32:33.573696,0 days 00:00:18.840440,1169.8405684508566,gbtree,0.0273507108024793,0.5026715267889654,depthwise,3.7255483870908116e-08,5,COMPLETE
174,0.8826388458957695,2022-08-29 23:32:33.575226,2022-08-29 23:32:52.269064,0 days 00:00:18.693838,153.93884163474465,gbtree,0.03598256759599022,0.29882150745104513,depthwise,1.622018069385773e-08,5,COMPLETE
175,0.8851260459169422,2022-08-29 23:32:52.271565,2022-08-29 23:33:10.273986,0 days 00:00:18.002421,41.36130263747552,gbtree,0.04966827852647796,0.6792999891749417,depthwise,8.530238428962638e-08,5,COMPLETE
176,0.8402742500819274,2022-08-29 23:33:10.276440,2022-08-29 23:33:28.036759,0 days 00:00:17.760319,18265.053776242483,gbtree,0.021691908609477853,0.4281121917624961,depthwise,1.017950451921872e-08,5,COMPLETE
177,0.8825534169159981,2022-08-29 23:33:28.039207,2022-08-29 23:33:45.966262,0 days 00:00:17.927055,70.62187753462639,gbtree,0.035636794834819054,0.17495475948877587,depthwise,3.598556872751803e-07,5,COMPLETE
178,0.8736009727619104,2022-08-29 23:33:45.968172,2022-08-29 23:34:03.737461,0 days 00:00:17.769289,3615.817987860033,gbtree,0.028438859546804578,0.9977409571358546,depthwise,1.4789371750814318e-07,5,COMPLETE
179,0.8832926117212657,2022-08-29 23:34:03.739839,2022-08-29 23:34:21.619577,0 days 00:00:17.879738,1284.5849901333054,gbtree,0.03762353584350711,0.681099078285379,depthwise,3.429113364771246e-08,5,COMPLETE
180,0.7964178287473351,2022-08-29 23:34:21.621864,2022-08-29 23:34:40.852685,0 days 00:00:19.230821,389.0298697670756,gbtree,0.018165170048520134,0.26978137652691,depthwise,6.462324075769063e-08,5,COMPLETE
181,0.8851580066205382,2022-08-29 23:34:40.854111,2022-08-29 23:34:59.365793,0 days 00:00:18.511682,126.82096785720238,gbtree,0.046799885450510954,0.5260212227994605,depthwise,1.3649619487842422e-07,5,COMPLETE
182,0.8797555538751105,2022-08-29 23:34:59.367418,2022-08-29 23:35:18.146028,0 days 00:00:18.778610,148720.01564006472,gbtree,0.03691629161984175,0.7711090913183681,depthwise,5.7073933636635675e-08,5,COMPLETE
183,0.8855880978723425,2022-08-29 23:35:18.148290,2022-08-29 23:35:36.603158,0 days 00:00:18.454868,688.0312819349778,gbtree,0.049564234309870205,0.4503577965894888,depthwise,2.013594778054373e-07,5,COMPLETE
184,0.8724562104049876,2022-08-29 23:35:36.605357,2022-08-29 23:35:56.038854,0 days 00:00:19.433497,678.267778262621,gbtree,0.027839517122889085,0.4365307671318096,depthwise,4.839306341066088e-07,5,COMPLETE
185,0.8856746629968352,2022-08-29 23:35:56.040265,2022-08-29 23:36:15.172017,0 days 00:00:19.131752,2077.7611490228865,gbtree,0.04944328403138672,0.3232549917330189,depthwise,2.5371118751620156e-08,5,COMPLETE
186,0.86438335548731,2022-08-29 23:36:15.174253,2022-08-29 23:36:33.516044,0 days 00:00:18.341791,2062.525906425384,gbtree,0.025423545046489655,0.48826778327771814,depthwise,2.0834611027546874e-08,5,COMPLETE
187,0.881633621693152,2022-08-29 23:36:33.518625,2022-08-29 23:36:52.405715,0 days 00:00:18.887090,267.4311718367979,gbtree,0.034689468580608736,0.9797378368853639,depthwise,3.0445001102520755e-08,5,COMPLETE
188,0.8855760487162172,2022-08-29 23:36:52.407928,2022-08-29 23:37:11.169866,0 days 00:00:18.761938,6003.929439170256,gbtree,0.04886138316451201,0.21119968468088957,depthwise,6.439276585630298e-08,5,COMPLETE
189,0.8527535721286366,2022-08-29 23:37:11.172067,2022-08-29 23:37:30.231121,0 days 00:00:19.059054,3168.1743240165565,gbtree,0.023309230300569788,0.12776532160973733,depthwise,1.0897573809860483e-08,5,COMPLETE
190,0.8835450670760616,2022-08-29 23:37:30.233432,2022-08-29 23:37:48.645740,0 days 00:00:18.412308,55.605753742805646,gbtree,0.03702896948369532,0.2087303953796681,depthwise,4.287370406541331e-08,5,COMPLETE
191,0.8850369231968596,2022-08-29 23:37:48.648023,2022-08-29 23:38:08.589800,0 days 00:00:19.941777,6994.799519764027,gbtree,0.04846801878080829,0.6552245072288597,depthwise,7.766705379286552e-08,5,COMPLETE
192,0.8825557377690152,2022-08-29 23:38:08.591963,2022-08-29 23:38:27.065942,0 days 00:00:18.473979,14465.667501984768,gbtree,0.036804745591033416,0.39161315573636546,depthwise,2.284104539546429e-08,5,COMPLETE
193,-1.6263754852843357,2022-08-29 23:38:27.068168,2022-08-29 23:38:45.320420,0 days 00:00:18.252252,605.826410066152,gbtree,0.0007307436912784563,0.972930365698779,depthwise,9.818524303184845e-08,5,COMPLETE
194,0.8755012292089429,2022-08-29 23:38:45.322558,2022-08-29 23:39:03.493874,0 days 00:00:18.171316,1812.5019327412103,gbtree,0.029213157255588935,0.5849698944424422,depthwise,5.340724707809993e-08,5,COMPLETE
195,0.8851053521917669,2022-08-29 23:39:03.496117,2022-08-29 23:39:21.663165,0 days 00:00:18.167048,4192.268668353365,gbtree,0.04798857057096913,0.25586124841083824,depthwise,1.978471519063819e-07,5,COMPLETE
196,0.884832244895682,2022-08-29 23:39:21.665660,2022-08-29 23:39:39.862150,0 days 00:00:18.196490,174.65274744961147,gbtree,0.04988101803569776,0.41229549217596784,depthwise,2.0167425347540657e-08,5,COMPLETE
197,0.8823499693143659,2022-08-29 23:39:39.863492,2022-08-29 23:39:58.477814,0 days 00:00:18.614322,373.82788144453593,gbtree,0.03537897012146324,0.6692897633808201,depthwise,3.437027977353369e-08,5,COMPLETE
198,0.8248554525397749,2022-08-29 23:39:58.480021,2022-08-29 23:40:16.832465,0 days 00:00:18.352444,1459.6868169112292,gbtree,0.020152840376561988,0.3404872939079749,depthwise,9.18425362288086e-08,5,COMPLETE
199,0.8678577719014551,2022-08-29 23:40:16.834717,2022-08-29 23:40:35.577926,0 days 00:00:18.743209,7402.298448630495,gbtree,0.026486199566915544,0.7150867164465502,depthwise,1.6020809971786008e-08,5,COMPLETE
